Rank,Game,Month,Year,YearTop1,Hours_watched,Hours_streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
51.0,167,2.0,2016.0,0,1099246.0,77531.0,29883.0,208.0,12994.0,1581.0,111.0,14.18
52.0,1752,7.2,2016.0,0,1022938.0,11728.0,7905.0,162.0,9869.6,1471.0,16.0,87.22
53.0,1275,2.0,2016.0,1,1014081.0,39788.0,16439.0,59.0,1510.0,1459.0,25.0,56.67
54.0,1577,2.0,2016.0,0,891333.0,11046.0,46505.0,243.0,2034.0,1282.0,15.0,80.69
55.0,1940,2.0,2016.0,0,538636.6,15140.0,26558.0,46.0,1062.0,1275.0,21.0,58.55
56.0,896,2.0,2016.0,0,769971.0,18467.0,22325.0,180.0,6339.0,1107.0,26.0,41.69
57.0,1479,2.0,2016.0,0,699235.0,3936.0,18774.6,26.0,928.0,1006.0,5.0,177.65
58.0,637,2.0,2016.0,1,694315.0,34848.0,28763.0,568.0,7268.0,3911.8,50.0,19.92
59.0,1393,2.0,2016.0,0,683405.0,149634.0,12375.0,391.0,29191.0,983.0,215.0,4.57
60.0,125,7.0,2016.0,0,652002.0,93183.0,34159.0,263.0,19956.0,938.0,134.0,7.0
61.0,1409,2.0,2016.0,0,646649.0,32074.0,34687.2,173.0,6445.0,1370.2,46.0,20.16
62.0,1393,7.6,2016.0,0,939952.4,21522.0,6122.0,398.6,1247.0,862.0,30.0,27.86
63.0,2040,2.0,2016.0,0,579657.0,64372.0,5164.0,180.0,13119.0,834.0,92.0,9.0
64.0,1645,2.0,2016.0,0,574409.0,10540.0,37100.0,58.0,1884.0,826.0,15.0,54.5
65.0,1901,2.0,2016.0,0,540842.0,16720.0,33485.0,202.0,5283.0,778.0,24.0,32.35
66.0,461,2.0,2016.0,0,531034.0,14639.8,20772.0,52.0,842.0,764.0,11.0,66.11
67.0,1810,2.0,2016.8,0,509001.0,80214.8,47437.6,105.0,2982.0,732.0,24.0,30.43
68.0,1877,2.0,2017.8,0,487997.0,12789.0,3099.0,29.0,135.0,702.0,18.0,38.16
69.0,2016,2.0,2016.0,0,472093.0,1329.0,51650.0,11.8,96.0,679.0,1.0,355.22
70.0,1084,2.0,2018.6,0,468326.0,23344.0,18537.0,464.0,6517.0,3498.2,33.0,22.184
71.0,879,2.0,2016.0,0,464047.0,10515.8,3184.0,29.0,523.0,667.0,11.0,59.99
72.0,456,2.0,2016.0,0,461526.0,6281.0,22997.0,29.0,2752.4,664.0,9.0,73.48
73.0,1393,2.0,2016.0,0,437326.0,43966.0,8528.0,133.0,7843.0,629.0,63.0,9.95
74.0,1822,2.0,2016.0,0,429368.0,16934.0,3775.0,158.8,1158.0,617.0,21.0,28.8
75.0,1943,2.0,2020.0,0,428426.0,916694.0,47284.4,237.0,69471.0,616.0,120.0,5.1
76.0,1993,2.0,2016.0,0,405002.0,75230.8,44887.4,74.0,3108.0,582.0,38.0,15.3
77.0,255,2.0,2016.0,0,386975.0,13155.0,13723.0,80.0,2590.0,1115.8,18.0,29.42
78.0,1447,7.0,2016.0,1,384833.0,4797.0,17239.0,128.6,2159.0,553.0,6.0,80.22
79.0,1490,2.0,2016.0,0,382560.0,11711.0,2281.0,41.0,2991.2,550.0,16.0,32.67
80.0,1911,6.8,2016.0,0,381053.0,8961.0,6908.0,26.0,3082.6,548.0,12.0,42.52
81.0,1562,2.0,2018.4,0,646155.0,63145.0,11828.8,201.0,0.0,544.0,90.0,5.99
82.0,1619,7.4,2016.0,0,442779.4,8209.0,10589.0,37.0,1151.0,644.4,11.0,45.98
83.0,1393,2.0,2018.2,0,374856.0,9663.0,12456.0,39.0,1744.0,539.0,13.0,38.79
84.0,933,2.0,2016.0,1,366925.0,932.0,1285.0,4.0,62.0,527.0,1.0,393.7
85.0,580,8.4,2016.0,0,358212.0,37285.0,3246.0,249.0,6468.0,515.0,53.0,9.61
86.0,1713,2.0,2016.0,0,353582.0,45507.0,2373.0,128.0,7096.0,508.0,65.0,7.77
87.0,1896,2.0,2016.0,1,718403.8,25568.0,5832.0,97.0,3435.6,497.0,36.0,13.53
88.0,677,9.0,2017.2,0,330703.0,863.0,41428.0,11.0,384.0,475.0,1.0,383.2
89.0,1750,2.0,2016.0,0,317475.0,4562.0,2916.0,21.0,430.0,456.0,6.0,69.59
90.0,702,2.0,2016.0,0,330718.4,21966.0,5146.0,70.0,2628.0,455.0,31.0,45.25
91.0,750,2.0,2016.0,0,315481.0,10172.0,2281.0,32.0,760.0,453.0,14.0,31.01
92.0,1610,2.0,2016.0,0,315181.2,11958.0,2453.0,40.0,686.0,450.0,17.0,26.17
93.0,1393,2.0,2016.0,0,301831.0,20738.2,2087.0,44.0,1552.0,434.0,19.0,22.26
94.0,1038,2.0,2016.0,1,294576.0,35966.0,3469.0,98.0,6530.0,423.0,51.0,8.19
95.0,445,2.0,2016.0,0,294010.0,11882.0,4538.0,51.0,1670.0,423.0,17.0,24.74
96.0,1459,2.0,2017.4,0,290843.0,7009.0,12555.0,30.0,1302.0,418.0,10.0,41.5
97.0,968,7.8,2016.0,0,289897.0,1437.0,8076.0,12.0,105.0,417.0,1.2,201.74
104.4,212,2.0,2016.0,0,287274.0,28044.0,21342.6,95.0,4186.0,677.0,40.0,10.24
99.0,17,6.2,2016.0,0,277614.0,10747.0,17386.0,51.8,1073.0,399.0,15.6,25.83
100.0,977,2.0,2016.0,0,272771.0,8687.8,2638.0,34.0,1127.0,392.0,17.0,22.0
101.0,1673,2.0,2016.0,0,270708.0,23017.0,7883.0,88.0,5552.8,389.0,33.0,11.76
102.0,1191,2.0,2016.0,0,263859.0,15075.0,8686.0,64.0,5545.0,379.0,21.0,36.51199999999999
103.0,1714,2.0,2016.0,0,263366.0,27231.0,6791.0,73.0,4600.0,378.0,39.0,9.67
104.0,1464,2.0,2016.0,0,261054.0,515.0,27898.0,13.0,112.0,375.0,0.0,506.9
105.0,28,2.0,2016.0,0,254146.0,19020.0,1758.0,77.0,3777.0,365.0,27.0,11.776
145.6,1393,2.0,2016.0,0,290993.2,12626.2,12691.0,53.0,1063.0,362.0,12.0,28.18
135.4,1393,2.0,2016.0,0,247584.0,9266.0,5100.0,33.0,2443.0,675.0,13.0,34.980000000000004
108.0,1393,2.0,2016.8,0,243057.0,9180.0,2418.0,35.0,800.0,349.0,13.0,26.48
116.6,1535,2.0,2016.0,0,238032.0,3150.0,29136.0,22.0,817.0,342.0,6.4,87.152
110.0,1393,2.0,2016.0,0,232835.0,3140.0,13971.0,18.0,792.0,335.0,4.0,74.15
111.0,500,2.0,2016.0,0,229471.0,23108.0,5815.0,100.0,4726.0,330.0,33.0,9.93
112.0,1683,2.0,2016.0,0,229377.0,22403.0,1960.0,69.0,2656.8,954.8,32.0,10.24
113.0,907,2.0,2016.0,0,228898.0,10857.0,9063.0,40.0,3081.0,329.0,18.2,23.522
114.0,419,2.0,2016.0,0,224776.0,10051.0,1690.0,46.0,2771.8,323.0,14.0,63.802
115.0,901,2.0,2016.6,0,275741.4,12767.0,22280.0,40.0,3644.0,319.0,18.0,17.42
116.0,758,2.0,2016.0,1,206686.0,1512.0,35817.0,15.0,478.0,297.0,2.0,136.7
117.0,1788,2.0,2016.0,0,205158.0,492.0,33188.0,9.0,208.0,613.0,0.0,1399.274
117.8,1930,9.8,2016.0,0,204885.0,26153.0,7073.0,84.0,4838.0,1367.8,37.0,7.83
119.0,644,2.0,2018.0,1,197802.0,17382.8,8673.0,61.0,3444.0,284.0,27.0,10.21
120.0,398,2.0,2016.0,0,196767.0,5194.0,1812.0,22.0,543.0,283.0,7.0,37.88
121.0,1739,2.0,2016.0,0,195719.0,32140.0,23712.2,95.0,5901.0,852.0,46.0,6.09
122.0,1278,2.0,2016.0,0,192855.0,4838.0,20162.0,53.0,865.0,277.0,6.0,39.86
123.0,556,2.0,2016.0,0,190807.0,25378.0,2119.0,87.0,3183.0,274.0,36.0,13.648
124.0,1263,2.0,2016.0,0,190807.0,21968.8,8967.0,78.4,3174.0,971.0,8.0,31.42
125.0,509,2.0,2016.0,1,187636.0,1113.0,46305.2,18.0,247.0,269.0,1.8,168.59
126.0,1393,7.6,2016.0,0,185316.0,17053.0,10387.0,70.0,5446.0,266.0,25.0,10.52
127.0,846,2.0,2017.8,0,184458.0,15905.0,4676.0,135.0,1061.0,265.0,22.0,11.6
128.0,990,2.0,2018.4,1,182213.0,5083.0,34394.0,25.0,1130.0,262.0,7.0,35.85
129.0,575,2.0,2016.0,1,237059.8,11224.0,2614.0,28.0,1230.0,261.0,13.0,18.77
134.6,406,2.0,2016.0,0,181711.0,9164.0,7516.0,53.0,4416.0,261.0,13.0,19.83
131.0,689,2.0,2017.6,1,179627.0,8607.0,3771.0,69.4,2416.0,258.0,12.0,20.87
132.0,537,2.0,2016.0,0,178725.0,3598.0,10855.0,18.0,813.0,257.0,5.0,49.67
133.0,374,2.0,2016.0,0,173730.0,1556.0,11719.0,10.0,2593.4,249.0,2.0,111.65
134.0,633,2.0,2016.0,1,173473.0,2571.0,12097.0,16.0,619.0,249.0,3.0,67.47
135.0,1631,2.0,2016.0,1,248004.0,3639.0,2908.0,22.0,411.0,249.0,5.0,47.58
136.0,856,2.0,2016.0,0,172379.0,7078.0,25228.0,35.0,2080.0,248.0,10.0,24.35
137.0,234,2.0,2016.0,0,172239.0,2153.0,17769.2,12.0,188.0,247.0,3.0,80.0
138.0,1938,2.0,2016.0,0,252578.0,24090.0,1357.0,81.0,3906.0,246.0,34.0,7.1
139.0,588,2.0,2016.0,0,169336.0,2330.0,9358.0,33.0,236.0,243.0,3.0,72.68
140.0,1546,2.0,2016.0,0,168930.0,14761.0,3427.0,125.0,1569.0,243.0,21.0,11.44
141.0,152,2.0,2016.0,0,168598.0,1062.0,45052.6,7.0,178.0,242.0,1.0,158.76
142.0,577,2.0,2017.8,0,165497.0,1942.0,1754.0,10.0,2771.8,238.0,2.0,85.22
143.0,748,2.0,2016.0,0,165029.0,2495.0,1469.0,15.0,174.0,237.0,3.0,66.14
144.0,1393,2.0,2016.0,1,159833.0,11048.0,1861.0,61.0,783.0,229.0,15.0,14.47
145.0,424,2.0,2016.0,0,159554.0,8190.0,16717.8,27.0,1026.8,229.0,11.0,19.48
107.2,412,2.0,2016.0,0,157621.0,2206.0,10594.0,15.0,772.0,759.0,3.0,71.45
166.0,264,2.0,2016.0,0,156035.0,7282.0,1703.0,30.0,848.0,224.0,10.0,21.43
171.4,1318,2.0,2016.4,0,203210.0,5606.0,1344.0,20.0,1059.4,223.0,8.0,27.72
149.0,548,2.0,2016.0,0,154461.0,20024.0,4862.0,64.0,5271.0,222.0,28.0,7.71
150.0,180,2.0,2016.0,0,153056.0,19789.0,3670.0,119.0,3644.0,220.0,28.0,7.73
151.0,844,6.6,2016.0,0,152153.0,8641.0,4409.0,73.0,1736.0,1606.4,12.0,17.61
152.0,489,2.0,2016.0,0,151799.0,14197.8,782.0,70.0,2614.0,218.0,29.0,7.32
153.0,1412,2.0,2016.0,0,151056.0,70.0,46434.0,14.0,32.0,217.0,0.0,2157.94
154.0,1558,5.2,2016.0,0,231292.4,8313.0,2054.0,34.0,1259.0,210.0,10.2,127.02800000000002
155.0,1393,2.0,2016.0,0,142993.0,1616.6,8603.0,5.0,252.0,205.0,0.0,516.22
156.0,1889,2.0,2016.0,0,142980.0,5836.0,6958.0,31.0,1519.0,1355.8,39.4,24.5
157.0,1393,2.0,2016.8,0,142542.0,590.0,8487.0,6.0,107.0,205.0,0.0,241.6
158.0,808,2.0,2017.4,1,141788.0,12591.0,1195.0,44.0,997.0,204.0,18.0,11.26
159.0,1393,6.6,2016.0,1,139365.0,8921.0,3812.0,34.0,887.0,200.0,12.0,15.62
160.0,69,2.0,2016.0,0,138994.0,6033.0,50078.0,23.0,681.0,199.0,8.0,23.04
161.0,1801,9.4,2016.0,0,138454.0,2551.0,13894.0,118.0,1526.0,199.0,3.0,34.352
162.0,1052,2.0,2016.0,0,131330.0,12949.0,2390.0,54.0,3353.8,188.0,18.0,10.14
163.0,1393,2.0,2016.0,0,131231.0,12229.8,11732.0,17.0,460.0,188.0,4.0,43.04
164.0,355,2.0,2017.2,0,130525.0,5471.2,12949.6,42.8,598.0,187.0,3.0,56.58
165.0,1016,2.0,2016.0,0,130316.0,8681.0,29599.0,36.0,2662.0,187.0,12.0,15.01
166.0,74,2.0,2016.0,0,129391.0,11784.0,1907.0,56.0,1233.0,186.0,16.0,10.98
167.0,29,2.0,2016.0,0,129101.0,3169.0,1980.0,14.0,2800.0,185.0,4.0,40.74
168.0,1803,5.2,2016.0,0,283190.8,5043.0,3847.0,21.0,1437.0,184.0,7.0,25.43
169.0,91,2.0,2016.0,0,127027.0,5186.0,15418.0,24.0,304.0,182.0,2.0,92.014
170.0,1393,2.0,2016.0,0,125338.0,6622.0,2950.0,42.0,1182.0,180.0,9.0,18.93
171.0,330,2.0,2016.0,0,123237.0,6900.0,8190.0,26.0,1340.0,177.0,9.6,17.86
172.0,1218,2.0,2016.0,0,231799.2,1424.0,2514.0,12.0,210.0,176.0,2.0,86.34
123.2,712,2.0,2016.0,0,605068.2,723.0,28011.0,52.0,1829.0,894.6,1.0,169.23
174.0,1902,2.0,2016.0,0,340657.0,1502.0,5902.0,12.0,2122.0,175.0,2.0,81.38
146.6,1723,2.0,2016.0,1,119987.0,10790.0,8125.0,44.0,2507.0,172.0,15.0,11.12
176.0,1540,2.0,2016.0,0,118640.0,2273.0,11108.0,18.0,943.0,877.6,24.8,52.2
177.0,1888,2.0,2016.0,0,118584.0,961.0,26195.0,6.0,105.0,170.0,0.4,240.67
178.0,1271,2.0,2016.0,0,273160.6,3260.0,18360.0,21.0,803.0,288.6,8.0,36.11
179.0,571,2.0,2016.0,0,117123.0,9430.0,1887.0,37.0,1497.0,168.0,13.0,12.42
180.0,1121,2.0,2016.0,0,170469.6,498.0,27734.0,13.0,135.0,167.0,0.0,233.76
181.0,1872,2.0,2016.0,0,116336.0,8761.0,1640.0,35.0,2771.8,167.0,12.0,63.802
182.0,1393,2.0,2016.0,0,115268.0,2825.0,19080.2,25.0,902.0,165.0,13.8,40.8
183.0,176,2.0,2016.0,0,114691.0,787.0,3786.0,11.0,110.0,165.0,1.0,145.73
184.0,169,2.0,2016.0,0,113930.0,1367.0,8246.0,8.0,682.0,163.0,1.0,83.34
185.0,1393,2.0,2016.0,1,112703.0,10294.0,3187.0,39.0,2364.0,162.0,14.0,10.95
186.0,136,2.0,2016.0,0,111484.0,712.0,33114.0,11.0,290.0,160.0,1.0,156.58
187.0,1132,2.0,2016.0,0,109813.0,8383.0,1184.0,215.6,8553.8,158.0,12.0,13.1
188.0,43,2.0,2016.0,0,109754.0,7771.0,10235.0,35.0,2653.0,157.0,12.4,14.12
189.0,1393,2.0,2017.4,0,108360.0,7701.0,1548.0,50.0,669.0,155.0,11.0,14.07
190.0,1343,2.0,2016.0,0,107522.0,3327.2,4852.0,12.0,277.0,154.0,3.0,49.92
191.0,790,2.0,2016.0,0,107403.0,4172.0,3809.0,19.0,270.0,154.0,6.0,25.74
192.0,1354,6.2,2016.0,0,104178.0,3343.6,2483.0,7.0,95.0,149.0,0.0,100.73800000000001
150.4,1393,2.0,2016.0,0,104133.0,19865.0,2690.0,66.0,4244.0,149.0,28.0,5.24
194.0,1355,2.0,2016.0,0,100594.0,2944.0,17014.0,15.2,462.0,144.0,7.0,116.894
195.0,1393,2.0,2016.0,0,99756.0,14152.0,747.0,38.0,1491.0,143.0,20.0,7.05
196.0,271,2.0,2016.0,0,99531.0,3180.8,38169.0,5.0,141.0,143.0,1.0,137.51799999999997
197.0,1414,2.0,2016.0,0,99370.0,17552.0,5943.0,138.2,5624.0,142.0,45.8,5.66
198.0,1339,2.0,2016.4,0,97478.0,2178.0,3803.0,19.0,653.0,140.0,3.0,44.76
199.0,1348,2.0,2016.0,1,96247.0,4248.0,6957.0,29.0,1395.0,138.0,6.0,46.769999999999996
200.0,1604,2.0,2016.0,0,95550.0,5047.0,3531.0,25.0,1093.0,137.0,8.6,18.93
1.0,898,3.0,2016.0,0,94514511.0,1264029.0,599114.0,2585.0,117734.0,127206.0,1701.0,74.77
2.0,284,3.0,2016.0,0,71963213.0,742531.0,784934.0,1940.0,104144.0,96854.0,999.0,96.92
3.0,431,3.0,2016.0,0,42565423.0,363215.0,339020.0,558.6,21980.4,57288.0,488.0,117.19
4.0,737,3.0,2016.0,0,39270352.0,208497.0,250667.0,464.0,29672.0,52853.0,280.0,188.35
5.0,1831,3.0,2016.0,0,19700030.0,959871.6,159832.0,5280.0,158048.0,26514.0,1357.0,19.53
54.2,1393,3.0,2016.0,0,14304986.0,1237908.0,118602.0,3819.0,209865.0,11628.6,645.2,11.56
58.8,1061,3.0,2016.0,0,6668252.4,448411.0,90527.0,1438.0,50214.4,9069.6,603.0,22.37
8.0,1672,3.0,2016.0,0,7691155.0,58526.0,106016.0,165.0,11144.0,10351.0,78.0,131.41
49.2,1393,3.0,2016.0,0,6873120.0,252633.6,45853.0,1078.0,28167.0,9250.0,397.0,23.27
10.0,1393,3.0,2016.0,0,5925311.0,71077.2,50884.0,375.0,15288.0,7974.0,185.0,43.02
11.0,332,3.0,2016.0,0,5597403.0,41069.2,121710.0,545.0,4293.0,7533.0,54.8,120.8
12.0,1704,3.0,2016.0,0,5358913.0,77384.0,64464.0,320.0,10663.0,3817.4,104.0,69.25
13.0,1432,3.0,2016.0,0,5309272.0,75185.0,72411.0,214.0,7647.0,7145.0,101.0,70.62
14.0,1572,3.0,2016.0,0,5281756.0,58052.0,78166.0,131.0,5609.0,7108.0,78.0,90.98
15.0,1990,3.0,2016.0,0,5046078.0,126849.0,81676.0,361.0,14125.0,6791.0,147.8,39.78
16.0,1601,3.0,2016.0,0,1554260.2,61023.0,98493.0,212.0,11677.0,6735.0,82.0,82.01
17.0,2028,6.0,2016.0,0,5001357.0,153827.0,42113.0,485.6,17592.2,6731.0,207.0,21.966
18.0,1393,3.0,2016.0,0,4295202.0,450776.0,98649.0,1768.0,49191.0,5780.0,606.0,9.53
19.0,292,3.0,2016.0,0,4275238.0,147637.0,29740.0,342.0,18119.0,5754.0,198.0,28.96
20.0,1098,3.0,2016.0,0,1120418.4,33139.0,137263.0,99.0,4832.0,5726.0,44.0,128.4
21.0,1393,3.0,2016.0,0,3896026.0,95545.0,22761.0,678.0,6648.0,5243.0,128.0,40.78
22.0,1393,7.2,2016.0,1,3611612.0,104476.0,43138.0,258.0,7934.8,4860.0,140.0,44.106
23.0,1289,3.0,2020.2,0,3534525.0,41966.0,25720.0,176.0,2592.0,4757.0,56.0,74.78
24.0,1393,3.0,2016.0,0,3263961.0,132186.0,18978.0,647.0,11835.0,3318.4,177.0,24.69
25.0,525,3.0,2016.0,0,1441348.0,164070.0,26764.0,569.0,36059.0,4377.0,82.6,22.816000000000003
26.0,1441,3.0,2016.0,0,2962622.0,154060.0,26556.0,302.8,24850.0,3987.0,207.0,19.23
91.4,1199,3.0,2020.2,0,2735563.0,58336.0,16594.0,135.0,5321.0,3681.0,78.0,46.89
28.0,688,3.0,2016.0,1,2665320.0,333677.0,38375.0,1031.0,71496.0,3587.0,449.0,7.99
29.0,1110,3.0,2018.6,0,2648371.0,215645.0,14647.0,712.0,37010.0,3564.0,290.0,12.28
30.0,73,3.0,2016.0,1,2637418.0,82520.0,39594.0,292.0,7638.0,3549.0,111.0,31.96
31.0,1626,3.0,2016.0,1,2164464.0,24617.0,34698.0,79.0,2061.0,2913.0,33.0,87.93
32.0,476,3.0,2016.0,0,1962380.0,43619.0,49895.0,254.0,10645.0,2641.0,58.0,44.99
33.0,1830,3.0,2016.0,0,1912821.0,152463.0,20699.0,503.0,26653.0,2574.0,205.0,12.55
34.0,1418,6.8,2020.0,0,1881084.0,189233.0,21120.0,505.0,47759.0,2531.0,254.0,9.94
35.0,724,3.0,2016.0,0,1788888.0,79923.0,93722.0,289.0,13584.0,2407.0,107.0,22.38
36.0,329,3.0,2016.0,0,1720458.0,52021.0,12421.0,163.0,6670.0,2315.0,70.0,33.07
37.0,1434,3.0,2019.6,0,1670685.0,46354.8,19492.0,156.0,5945.0,2248.0,59.0,34.27
38.0,331,3.0,2016.0,0,1579373.0,77164.0,26362.0,169.0,11701.0,2125.0,103.0,20.47
39.0,1220,3.0,2016.0,0,1550266.0,57341.0,60465.0,302.0,7941.0,2086.0,77.0,27.04
40.0,1940,3.0,2016.0,1,1445333.0,18158.0,41269.0,55.0,1219.0,1945.0,24.0,79.6
41.0,347,5.0,2016.0,1,1395386.0,54686.0,9739.0,284.2,8951.0,1878.0,73.0,25.52
42.0,971,3.0,2016.0,0,1372570.0,14373.0,20496.0,46.0,991.0,1847.0,19.0,95.5
121.0,19,3.0,2016.0,1,1369715.0,72746.0,31686.8,180.0,7444.0,1843.0,97.0,18.83
44.0,154,3.0,2019.6,0,1345185.0,72140.0,8144.0,316.0,7116.0,1810.0,97.0,18.65
121.4,1275,3.0,2016.0,0,1246547.0,24192.0,6980.0,64.0,1861.0,1677.0,55.2,51.53
46.0,1393,3.0,2016.0,0,1166144.0,75375.0,32032.0,203.0,13446.0,1569.0,101.0,15.47
47.0,1645,3.0,2016.0,0,1135656.0,11714.0,48309.0,520.4,18883.4,1528.0,212.6,96.95
48.0,256,3.0,2016.0,0,1073082.0,18817.0,52334.0,64.0,2806.0,936.6,25.0,57.03
49.0,740,3.0,2016.0,0,1043261.0,3034.0,40352.0,29.0,1996.0,1024.4,4.0,343.86
50.0,1692,3.0,2016.0,0,998729.0,42784.0,12999.0,67.0,3320.0,1344.0,28.0,46.55
51.0,1291,3.0,2016.0,1,973038.0,56569.4,44811.0,281.0,2584.0,1309.0,20.0,62.44
52.0,552,3.0,2016.0,0,787002.6,42711.0,27790.0,386.0,15649.0,1297.0,57.0,22.57
53.0,1647,3.0,2018.8,0,963816.0,55291.8,18958.0,266.0,2624.0,1908.6,26.0,36.908
125.0,1084,3.0,2016.0,0,881916.0,42941.0,13131.0,236.6,12530.0,1186.0,57.0,20.54
55.0,1752,3.0,2016.0,0,860408.0,11345.0,19473.0,60.0,1100.0,1158.0,17.0,67.04
56.0,400,3.0,2016.0,0,840299.0,57510.0,4634.0,158.0,8647.0,1130.0,77.0,14.61
57.0,953,3.0,2016.0,0,829621.0,150618.0,5139.0,557.0,24341.0,1116.0,202.0,5.51
58.0,637,3.0,2016.0,0,594119.0,29790.0,36454.0,114.0,6392.0,1097.0,40.0,27.37
59.0,545,3.0,2016.0,0,914200.2,150412.0,17665.0,713.0,30193.0,1076.0,121.0,5.32
60.0,1451,3.0,2016.0,0,754831.0,24574.0,26883.0,217.0,4072.0,1015.0,33.0,30.72
61.0,1763,3.0,2016.0,1,740291.0,23141.0,7013.0,113.8,2066.0,996.0,31.0,31.99
62.0,712,3.0,2016.0,0,713314.0,12805.0,56534.0,183.0,7097.0,960.0,17.0,55.71
63.0,2040,3.0,2016.0,0,941246.8,66113.0,7338.0,179.0,13178.0,910.0,88.0,10.23
64.0,538,3.0,2016.0,0,602227.0,20478.0,26241.0,66.0,4568.0,810.0,27.0,29.41
65.0,580,3.0,2016.0,0,598914.0,43341.0,17436.0,193.0,6615.0,806.0,45.6,13.82
66.0,1393,3.0,2016.0,0,585982.0,82859.8,13220.0,272.0,7650.2,788.0,123.0,6.4
67.0,917,3.0,2016.0,0,578174.6,20937.0,5518.0,83.0,1231.0,954.4,28.0,27.97
68.0,1393,3.0,2016.0,0,522169.0,8143.0,20871.0,88.8,839.0,938.0,10.0,64.12
69.0,1393,3.0,2016.0,0,467069.0,10032.4,9858.0,28.0,578.0,628.0,11.0,56.31
133.0,1393,3.0,2016.0,1,465959.0,11077.0,6905.0,43.0,1744.0,627.0,14.0,42.07
71.0,2016,3.0,2016.0,1,463897.0,434.0,15724.0,7.0,55.0,624.0,0.0,1068.89
72.0,330,3.0,2016.0,0,452577.0,11739.0,7415.0,42.0,2063.4,1080.4,15.0,38.55
73.0,1393,3.0,2016.0,0,450701.0,9840.0,22240.6,145.0,2719.0,606.0,13.0,45.8
74.0,879,3.0,2016.0,0,445258.0,7463.0,3329.0,34.6,527.0,599.0,10.0,59.66
75.0,1393,3.0,2016.0,0,416347.0,2855.0,15335.0,17.0,280.0,560.0,3.0,145.83
76.0,2002,3.0,2016.0,0,406187.0,18384.0,4132.0,67.2,2232.0,546.0,24.0,22.09
77.0,1943,3.0,2016.0,0,401514.0,74371.0,41013.4,213.0,12646.0,1272.8,100.0,5.4
78.0,1479,3.0,2016.0,0,396952.0,4415.0,35181.0,22.0,2114.8,534.0,5.0,89.91
79.0,1762,3.0,2016.0,0,389395.0,1687.0,30531.0,10.0,269.0,524.0,2.0,230.82
80.0,581,3.0,2016.0,0,385872.0,1075.0,109069.0,129.0,1868.6,519.0,20.4,358.95
81.0,1393,3.0,2016.0,0,384852.0,25859.0,2995.0,88.0,4530.2,517.0,34.0,14.88
82.0,48,3.0,2016.0,0,364726.6,21038.0,18702.0,80.0,3152.0,497.0,28.0,17.57
83.0,633,5.4,2016.0,0,366311.0,3784.0,10914.0,16.0,718.0,493.0,6.6,96.81
84.0,1610,6.2,2016.0,0,359904.0,12474.0,5854.0,38.0,737.0,484.0,16.0,28.85
85.0,483,3.0,2016.0,0,359560.0,9295.0,7127.0,37.0,820.0,483.0,12.0,38.68
86.0,336,3.0,2016.0,0,354542.0,12111.0,9893.0,42.0,1903.0,477.0,14.6,29.27
87.0,1993,3.0,2016.0,0,350920.0,24420.0,3446.0,65.0,2715.0,472.0,32.0,14.37
88.0,933,3.0,2016.0,0,348789.0,3984.8,820.0,5.0,49.0,469.0,1.0,75.888
89.0,169,3.0,2016.0,0,331188.0,11121.8,28286.0,133.8,624.0,445.0,2.0,216.32
90.0,1822,3.0,2016.0,0,324410.0,13938.0,2078.0,47.0,3694.4,436.0,29.8,23.28
91.0,1562,3.0,2016.0,0,324185.0,52438.0,11722.0,159.0,0.0,436.0,70.0,6.18
92.0,1713,3.0,2019.0,0,318698.0,41402.0,5387.0,105.0,6865.0,428.0,55.0,7.7
93.0,993,3.0,2016.0,0,315284.0,142.0,43284.0,7.0,60.0,424.0,0.0,2220.31
94.0,1619,3.0,2016.0,0,304984.0,9029.6,7582.0,34.0,1023.0,410.0,10.0,38.27
95.0,376,3.0,2016.0,0,298823.0,2096.0,28013.0,36.0,1749.6,402.0,2.0,142.57
96.0,1393,3.0,2016.0,0,288523.0,26957.0,38205.0,89.0,5300.0,388.0,36.0,20.954
97.0,853,3.0,2016.0,1,288180.0,8475.0,4332.0,32.0,1268.0,387.0,11.0,34.0
98.0,702,3.0,2016.0,0,280265.0,20754.0,11426.2,70.0,2385.0,377.0,25.6,13.5
99.0,1877,3.0,2016.0,1,278243.0,10605.0,1454.0,20.0,101.0,374.0,14.0,26.24
100.0,677,3.0,2017.0,0,264751.0,1882.0,41114.0,28.2,671.0,356.0,2.0,140.68
101.0,1714,3.0,2016.6,0,281375.6,26735.0,4284.0,72.0,3852.0,355.0,35.0,9.88
102.0,1393,3.0,2016.0,0,261899.0,10099.0,18829.8,31.0,6468.6,1928.8,78.6,25.93
103.0,1038,3.0,2018.6,0,259311.0,31467.0,1816.0,82.0,5576.0,349.0,42.0,8.24
104.0,386,3.0,2016.0,0,254491.0,606.0,10749.0,11.0,96.0,342.0,0.0,419.95
169.0,1862,3.0,2016.0,0,252427.0,12105.0,23064.2,357.0,1599.0,339.0,16.0,20.85
106.0,1624,3.0,2016.0,0,250037.0,755.0,15787.0,13.0,136.0,336.0,1.0,254.77400000000003
107.0,212,3.0,2018.4,0,248941.0,27843.0,2760.0,87.0,4066.0,335.0,37.0,8.94
108.0,28,3.0,2016.0,0,247690.0,19142.0,6228.0,68.6,3661.0,333.0,25.0,12.94
